Student ID,Operating System,DSA,Frontend,Backend,Machine Learning,Data Analytics,Project 1,Project 2,Project 3,Project 4
933,93,31,5,45,47,72,Robotics,Data Science,Robotics,Cybersecurity
934,79,89,22,86,22,12,Web Development,Machine Learning,Web Development,Robotics
935,10,28,82,51,42,34,Game Development,Machine Learning,Robotics,Data Science
936,55,37,79,59,84,59,Data Science,Robotics,Machine Learning,Data Science
937,90,14,53,55,76,53,Machine Learning,Game Development,Game Development,Robotics
938,68,50,21,40,90,55,Robotics,Data Science,Machine Learning,Web Development
939,15,89,23,83,19,69,Robotics,Data Science,Machine Learning,Cybersecurity
940,100,69,79,93,54,26,AI,Game Development,Cybersecurity,AI
941,55,96,50,87,20,45,AI,Machine Learning,AI,AI
942,100,8,23,38,24,98,Game Development,AI,Game Development,Web Development
943,86,12,21,40,17,94,Web Development,Machine Learning,Robotics,Robotics
944,45,67,99,46,58,82,Robotics,Game Development,Game Development,Robotics
945,78,75,30,53,11,89,Data Science,Web Development,Game Development,Game Development
946,89,39,61,79,53,17,Web Development,Robotics,Machine Learning,Cybersecurity
947,18,11,69,51,27,57,Cybersecurity,Data Science,Machine Learning,Machine Learning
948,59,76,96,26,98,46,Cybersecurity,Cybersecurity,Machine Learning,Game Development
949,84,59,15,36,19,44,Data Science,Cybersecurity,AI,Robotics
950,29,53,12,13,79,63,AI,AI,Machine Learning,Web Development
951,8,46,11,40,59,54,AI,Game Development,Web Development,Web Development
952,94,21,68,90,91,11,Game Development,Robotics,Web Development,Game Development
953,38,85,30,5,13,48,Web Development,Web Development,Cybersecurity,Machine Learning
954,89,62,62,47,18,86,Cybersecurity,Cybersecurity,AI,Cybersecurity
955,33,10,87,94,15,73,Game Development,Web Development,Robotics,Data Science
956,13,22,44,24,20,70,Machine Learning,Machine Learning,Data Science,Robotics
957,73,73,16,88,70,15,Game Development,AI,Cybersecurity,Game Development
958,82,59,61,55,92,86,Game Development,AI,AI,Machine Learning
959,29,72,46,76,23,7,Game Development,Cybersecurity,AI,AI
960,24,69,47,36,7,60,Machine Learning,Cybersecurity,Cybersecurity,Robotics
961,69,57,32,73,79,36,AI,Machine Learning,Web Development,Machine Learning
962,21,28,72,97,58,35,Data Science,Web Development,Machine Learning,Data Science
963,72,8,53,68,39,92,Data Science,AI,AI,Robotics
964,76,19,80,12,22,90,Game Development,Data Science,Machine Learning,Machine Learning
965,90,99,47,70,26,65,Cybersecurity,Game Development,AI,Robotics
966,5,33,21,77,79,37,Data Science,Machine Learning,AI,Machine Learning
967,55,84,49,59,64,79,Robotics,Game Development,Web Development,Cybersecurity
968,95,24,76,50,80,30,Robotics,Robotics,Machine Learning,Robotics
969,8,20,10,68,52,25,AI,Data Science,Data Science,Cybersecurity
970,48,33,40,8,80,90,Web Development,Machine Learning,Robotics,Robotics
971,83,14,39,91,89,63,Cybersecurity,Web Development,Web Development,Web Development
972,93,8,77,12,87,95,Robotics,Data Science,Game Development,AI
973,89,82,35,96,99,15,Web Development,Robotics,Data Science,Game Development
974,95,36,75,31,83,25,Web Development,AI,AI,Cybersecurity
975,52,86,42,43,38,81,Machine Learning,Robotics,Machine Learning,Machine Learning
976,90,78,39,18,47,25,Cybersecurity,AI,Data Science,Machine Learning
977,51,54,71,61,66,44,Game Development,Machine Learning,Data Science,Data Science
978,97,55,60,75,49,80,Cybersecurity,Machine Learning,Machine Learning,Data Science
979,8,72,72,45,67,33,Machine Learning,Data Science,Web Development,AI
980,41,8,60,22,34,91,Web Development,Web Development,Data Science,Cybersecurity
981,92,83,28,76,8,10,Cybersecurity,Game Development,Cybersecurity,Robotics
982,77,40,89,57,85,100,Machine Learning,Game Development,Web Development,AI
983,91,29,96,83,43,76,AI,Cybersecurity,Cybersecurity,Robotics
984,59,26,87,32,9,88,Cybersecurity,AI,Data Science,Cybersecurity
985,90,7,31,10,91,12,Robotics,Machine Learning,Game Development,AI
986,6,92,44,24,31,13,Web Development,Web Development,Robotics,Game Development
987,11,87,71,31,16,27,Robotics,Web Development,Web Development,Robotics
988,69,77,34,98,49,38,Data Science,Robotics,Data Science,Machine Learning
989,32,48,45,15,11,7,Machine Learning,Machine Learning,AI,Game Development
990,28,60,40,99,48,67,Data Science,Web Development,Robotics,AI
991,10,95,56,17,87,84,Web Development,Machine Learning,Cybersecurity,Cybersecurity
992,67,17,14,20,77,21,Game Development,Machine Learning,Data Science,Data Science
993,77,91,83,95,48,84,AI,Machine Learning,Data Science,AI
994,81,24,98,18,21,78,Cybersecurity,Web Development,Machine Learning,Robotics
995,43,39,46,97,97,71,Robotics,AI,Web Development,Game Development
996,63,81,83,15,19,63,Web Development,Web Development,Data Science,Web Development
997,54,48,37,14,67,69,Robotics,Data Science,Game Development,Web Development
998,27,28,58,88,93,5,Cybersecurity,Data Science,AI,Cybersecurity
999,13,42,69,78,33,84,Data Science,Web Development,Data Science,Machine Learning
1000,74,74,79,80,79,65,AI,Cybersecurity,AI,Cybersecurity
1001,57,20,57,79,66,46,Robotics,Data Science,AI,Machine Learning
1002,44,90,75,79,65,85,Cybersecurity,Web Development,Machine Learning,Cybersecurity
1003,99,87,79,11,51,26,Cybersecurity,Robotics,Cybersecurity,Web Development
1004,79,49,14,30,43,64,Web Development,Game Development,Data Science,Game Development
1005,14,49,51,64,34,90,Web Development,Cybersecurity,Game Development,Cybersecurity
1006,100,45,39,89,78,87,AI,Machine Learning,Machine Learning,Robotics
1007,48,28,56,90,57,58,Robotics,Game Development,Game Development,Data Science
1008,18,14,76,25,92,61,AI,Cybersecurity,AI,Game Development
1009,78,31,18,69,65,93,Data Science,Web Development,Web Development,Game Development
1010,69,77,32,87,35,36,Game Development,Machine Learning,Web Development,Machine Learning
1011,63,54,99,84,24,27,Robotics,Data Science,Robotics,Machine Learning
1012,72,36,10,46,16,30,Cybersecurity,Data Science,AI,AI
1013,83,93,98,96,92,83,Machine Learning,Data Science,AI,Game Development
1014,9,57,55,83,7,15,Data Science,Cybersecurity,Machine Learning,Cybersecurity
1015,49,73,80,23,19,16,Data Science,Web Development,Cybersecurity,Game Development
1016,88,14,39,63,78,40,AI,Web Development,Game Development,Cybersecurity
1017,80,34,100,34,39,33,Web Development,Cybersecurity,Web Development,Cybersecurity
1018,18,12,33,49,46,55,Robotics,Cybersecurity,Cybersecurity,Cybersecurity
1019,6,82,15,35,92,98,Cybersecurity,Cybersecurity,Web Development,Robotics
1020,58,25,50,100,89,25,Game Development,Data Science,Web Development,Web Development
1021,65,21,71,7,18,96,Game Development,AI,Data Science,Machine Learning
1022,32,68,63,12,74,25,AI,Cybersecurity,Web Development,Game Development
1023,64,89,53,65,96,42,Cybersecurity,Robotics,Game Development,Machine Learning
1024,36,50,39,28,83,40,Robotics,AI,Robotics,Web Development
1025,20,23,45,62,43,84,Machine Learning,Machine Learning,Web Development,Web Development
1026,32,50,97,98,53,73,Data Science,Robotics,Machine Learning,Cybersecurity
1027,53,100,84,31,23,30,Data Science,Web Development,Game Development,Cybersecurity
1028,70,83,85,64,35,31,Cybersecurity,Robotics,Data Science,Robotics
1029,33,30,38,89,62,77,Game Development,Robotics,Machine Learning,Cybersecurity
1030,59,52,95,82,75,29,AI,Data Science,Web Development,Data Science
1031,10,49,73,69,16,43,Machine Learning,Data Science,Web Development,Robotics
1032,84,77,73,98,79,96,Cybersecurity,AI,Data Science,Cybersecurity
1033,13,9,65,10,75,60,Data Science,Robotics,Game Development,Game Development
1034,54,32,43,50,96,29,Robotics,Game Development,AI,Cybersecurity
1035,80,63,18,33,99,72,Data Science,Robotics,Web Development,Game Development
1036,71,59,11,87,8,30,Robotics,Robotics,Data Science,Data Science
1037,60,100,50,55,69,18,AI,Web Development,Game Development,Robotics
1038,43,54,85,70,41,77,Cybersecurity,Game Development,Game Development,Web Development
1039,70,44,90,61,16,93,Game Development,Game Development,Data Science,AI
1040,85,47,66,31,68,25,Data Science,Robotics,Web Development,Robotics
1041,27,37,72,87,45,31,AI,Web Development,Web Development,Robotics
1042,60,78,97,17,43,32,Data Science,Game Development,AI,AI
1043,82,37,69,15,19,31,Data Science,Web Development,Machine Learning,Web Development
1044,72,13,82,62,36,48,Cybersecurity,Robotics,Machine Learning,AI
1045,13,43,7,37,33,19,Data Science,Cybersecurity,Web Development,Robotics
1046,60,70,30,87,93,94,Data Science,AI,Data Science,Cybersecurity
1047,69,52,75,31,52,61,Cybersecurity,Data Science,Data Science,Robotics
1048,84,58,79,58,21,19,Data Science,Data Science,Game Development,Robotics
1049,79,100,39,71,79,95,Data Science,AI,Game Development,Robotics
1050,82,5,54,29,47,95,Machine Learning,Robotics,AI,AI
1051,68,97,19,38,88,26,Web Development,Web Development,Machine Learning,Cybersecurity
1052,70,30,31,38,21,6,Machine Learning,Machine Learning,Web Development,Data Science
1053,63,55,79,43,87,90,AI,Robotics,Cybersecurity,Data Science
1054,90,73,30,58,54,71,Robotics,Data Science,Cybersecurity,Data Science
1055,95,67,11,41,82,79,Machine Learning,Machine Learning,Cybersecurity,Robotics
1056,47,57,73,80,31,30,Web Development,Machine Learning,AI,Machine Learning
1057,83,33,15,86,85,71,AI,Game Development,AI,Data Science
1058,62,7,82,24,90,31,Machine Learning,Data Science,AI,Machine Learning
1059,17,42,39,37,26,32,Machine Learning,AI,AI,Robotics
1060,31,47,80,76,12,52,Cybersecurity,Machine Learning,Web Development,Web Development
1061,73,11,68,88,75,24,Cybersecurity,Web Development,Machine Learning,Machine Learning
1062,39,42,29,7,79,34,Game Development,Machine Learning,Data Science,Machine Learning
1063,16,23,97,78,42,78,Web Development,AI,Cybersecurity,Web Development
1064,14,33,13,96,81,53,Web Development,AI,AI,Data Science
1065,88,42,58,24,69,40,AI,Data Science,Cybersecurity,Data Science
1066,77,91,72,66,18,6,Game Development,Robotics,Machine Learning,Robotics
1067,19,23,23,40,85,42,AI,Machine Learning,Cybersecurity,Robotics
1068,74,29,9,87,17,16,Machine Learning,Game Development,Data Science,Data Science
1069,54,36,8,8,39,46,Robotics,Game Development,Game Development,Cybersecurity
1070,75,32,59,47,95,69,Robotics,AI,Machine Learning,Web Development
1071,36,72,76,71,35,95,Data Science,Data Science,Data Science,Cybersecurity
1072,90,40,18,85,85,5,Game Development,Cybersecurity,Web Development,Data Science
1073,70,35,96,61,9,55,AI,Data Science,Web Development,Game Development
1074,75,33,81,86,82,13,Cybersecurity,Cybersecurity,AI,Machine Learning
1075,80,45,13,78,14,90,Robotics,Machine Learning,Web Development,Robotics
1076,39,80,11,12,71,12,Cybersecurity,Data Science,Web Development,Machine Learning
1077,100,32,51,33,84,41,Web Development,Web Development,Game Development,Robotics
1078,65,25,24,68,49,8,Data Science,Data Science,AI,Data Science
1079,46,49,9,88,50,55,Machine Learning,Data Science,Game Development,Machine Learning
1080,75,9,82,55,15,44,Machine Learning,Web Development,Game Development,Game Development
1081,21,68,41,58,6,53,Cybersecurity,Web Development,Robotics,AI
1082,52,76,94,41,52,68,Cybersecurity,AI,Robotics,Game Development
1083,45,23,37,5,100,65,Game Development,Cybersecurity,Web Development,Game Development
1084,6,36,35,83,75,12,Machine Learning,Game Development,Machine Learning,Machine Learning
1085,98,82,100,89,11,63,Robotics,Machine Learning,Game Development,Cybersecurity
1086,35,57,5,74,71,42,Game Development,Game Development,AI,Data Science
1087,14,72,68,81,37,31,Machine Learning,Web Development,Data Science,Data Science
1088,26,40,17,28,67,11,Game Development,Machine Learning,Data Science,Game Development
1089,64,65,82,56,12,80,Game Development,Cybersecurity,Cybersecurity,AI
1090,37,31,80,88,41,83,Data Science,AI,Data Science,Web Development
1091,26,9,37,26,39,11,Cybersecurity,Web Development,Data Science,Data Science
1092,33,9,6,14,10,70,Web Development,Cybersecurity,Data Science,Data Science
1093,55,73,37,5,58,22,Machine Learning,Cybersecurity,Game Development,Game Development
1094,99,7,23,73,20,65,Data Science,Robotics,Web Development,Game Development
1095,13,95,94,38,29,31,Web Development,Robotics,AI,Robotics
1096,60,27,93,90,79,59,Web Development,AI,Cybersecurity,Cybersecurity
1097,14,45,70,50,39,97,Web Development,Game Development,AI,AI
1098,98,40,75,69,92,48,Machine Learning,Cybersecurity,Robotics,Data Science
1099,66,25,21,43,71,60,Robotics,Web Development,Web Development,Cybersecurity
1100,58,71,100,60,80,49,Machine Learning,Data Science,Cybersecurity,Robotics
1101,99,88,50,75,36,21,Machine Learning,Robotics,Web Development,Robotics
1102,43,91,71,80,46,38,AI,Robotics,Game Development,Game Development
1103,35,5,63,93,42,27,Cybersecurity,Robotics,Machine Learning,Robotics
1104,31,94,28,27,11,49,AI,Cybersecurity,Game Development,Robotics
1105,86,77,28,34,54,100,Machine Learning,Cybersecurity,Game Development,Data Science
1106,25,37,7,88,63,61,Machine Learning,Machine Learning,Data Science,Web Development
1107,99,79,73,45,86,92,Machine Learning,Web Development,Robotics,Game Development
1108,60,26,21,74,11,47,Cybersecurity,Robotics,Web Development,Cybersecurity
1109,25,95,24,10,5,46,Machine Learning,Robotics,Machine Learning,Robotics
1110,20,53,85,84,29,37,Web Development,Machine Learning,Cybersecurity,AI
1111,43,45,34,49,45,20,Game Development,Cybersecurity,Game Development,Cybersecurity
1112,55,22,17,73,45,99,Web Development,Game Development,Cybersecurity,Robotics
1113,10,64,82,96,7,94,Cybersecurity,Cybersecurity,Web Development,Data Science
1114,91,51,88,34,47,46,Robotics,Machine Learning,Web Development,Web Development
1115,24,21,22,13,26,18,Game Development,Game Development,AI,Web Development
1116,35,73,96,70,41,75,Machine Learning,Web Development,Web Development,Robotics
1117,12,59,99,16,49,36,Cybersecurity,Game Development,Cybersecurity,Game Development
1118,89,53,31,54,76,51,Data Science,Game Development,Game Development,Data Science
1119,57,78,96,89,66,19,Web Development,Web Development,Web Development,Cybersecurity
1120,89,79,10,30,94,36,AI,Web Development,Robotics,Web Development
1121,71,40,84,25,57,55,Web Development,Robotics,Machine Learning,Machine Learning
1122,63,89,62,53,76,26,Web Development,Data Science,Robotics,Web Development
1123,7,38,100,100,74,41,AI,Data Science,Cybersecurity,Machine Learning
1124,9,7,67,60,80,55,Game Development,Game Development,Web Development,Robotics
1125,95,74,86,33,50,97,Game Development,Data Science,Web Development,Web Development
1126,87,92,51,81,56,19,Cybersecurity,Game Development,Web Development,AI
1127,22,56,23,59,50,87,AI,Cybersecurity,Cybersecurity,Robotics
1128,24,72,56,87,42,56,Robotics,Machine Learning,AI,Cybersecurity
1129,44,71,91,95,58,19,Machine Learning,Data Science,Game Development,Cybersecurity
1130,17,37,65,25,10,46,Game Development,Machine Learning,Game Development,Game Development
1131,68,57,97,65,65,83,Web Development,Robotics,Robotics,AI
1132,20,100,33,61,44,81,Web Development,Web Development,Web Development,Cybersecurity
1133,45,67,36,36,100,78,Robotics,Cybersecurity,Machine Learning,Game Development
1134,50,77,62,30,66,31,Game Development,Machine Learning,Cybersecurity,Cybersecurity
1135,20,17,46,78,60,42,AI,Machine Learning,Web Development,Data Science
1136,43,87,91,33,50,69,Data Science,Web Development,Machine Learning,Data Science
1137,7,98,16,61,93,75,Robotics,AI,Game Development,Robotics
1138,49,54,16,19,79,92,Cybersecurity,Web Development,Web Development,Cybersecurity
1139,28,32,80,8,20,22,Robotics,Data Science,Robotics,Game Development
1140,44,89,36,91,52,74,Machine Learning,Machine Learning,Machine Learning,AI
1141,40,85,62,30,6,78,Cybersecurity,Cybersecurity,Robotics,Cybersecurity
1142,16,73,93,58,45,44,Robotics,Data Science,Data Science,Web Development
1143,53,64,30,76,96,84,Cybersecurity,Web Development,Machine Learning,Machine Learning
1144,34,83,77,30,67,69,Cybersecurity,Cybersecurity,Game Development,Cybersecurity
1145,93,91,45,49,48,7,Cybersecurity,AI,Machine Learning,Cybersecurity
1146,85,18,20,63,52,44,Cybersecurity,Data Science,Web Development,Cybersecurity
1147,14,89,14,30,33,38,Data Science,AI,Machine Learning,Robotics
1148,80,50,93,14,73,90,Robotics,Machine Learning,Web Development,Robotics
1149,81,51,21,27,21,51,Game Development,Machine Learning,Game Development,Game Development
1150,23,73,26,81,37,57,Web Development,Cybersecurity,Robotics,Machine Learning
1151,95,53,43,85,6,62,Cybersecurity,Cybersecurity,Game Development,Cybersecurity
1152,28,48,7,97,76,14,Cybersecurity,Game Development,Data Science,Cybersecurity
1153,49,67,11,94,16,51,AI,Web Development,Machine Learning,Machine Learning
1154,45,19,28,61,13,6,Robotics,Web Development,AI,AI
1155,15,25,61,57,58,22,Robotics,Machine Learning,Web Development,Machine Learning
1156,78,37,12,60,32,76,Cybersecurity,AI,AI,Robotics
1157,56,94,26,75,18,34,Game Development,Robotics,Web Development,Game Development
1158,83,100,40,22,7,45,Data Science,Machine Learning,Game Development,Machine Learning
1159,74,40,77,93,74,28,Web Development,Data Science,Data Science,Robotics
1160,56,24,76,91,80,69,AI,Data Science,Data Science,Web Development
1161,26,19,99,100,67,87,Game Development,AI,AI,Robotics
1162,94,15,22,71,92,33,Game Development,Machine Learning,Data Science,Machine Learning
1163,43,79,9,97,85,48,Cybersecurity,Cybersecurity,Machine Learning,Web Development
1164,94,13,68,35,59,5,Robotics,Data Science,AI,Game Development
1165,16,73,14,74,58,42,Robotics,Game Development,Game Development,Game Development
1166,68,5,73,99,17,47,Game Development,Robotics,Cybersecurity,AI
1167,66,13,51,91,68,79,Web Development,Web Development,Robotics,Machine Learning
1168,29,90,51,95,82,7,Robotics,Data Science,Web Development,Game Development
1169,55,46,17,15,97,38,Game Development,Data Science,Web Development,Cybersecurity
1170,89,16,36,68,72,93,Data Science,Web Development,Web Development,Game Development
1171,53,92,63,99,10,28,Robotics,Machine Learning,Web Development,Web Development
1172,95,21,27,26,71,24,Data Science,Game Development,AI,Robotics
1173,48,63,65,58,72,44,AI,Machine Learning,Game Development,Machine Learning
1174,9,38,85,77,11,33,Robotics,Web Development,Cybersecurity,Data Science
1175,41,50,81,5,31,36,Data Science,Game Development,Web Development,Machine Learning
1176,45,100,30,42,11,67,Web Development,Cybersecurity,Data Science,Robotics
1177,85,24,35,57,74,59,Robotics,Robotics,Machine Learning,Cybersecurity
1178,24,97,40,18,9,96,Machine Learning,Data Science,Web Development,Robotics
1179,23,26,48,32,31,45,Robotics,Web Development,Machine Learning,Web Development
1180,64,22,74,47,66,34,Data Science,Game Development,Data Science,Web Development
1181,25,27,60,18,87,80,Game Development,Web Development,Game Development,Machine Learning
1182,50,98,62,33,36,52,Game Development,Data Science,Cybersecurity,Game Development
1183,93,50,26,73,18,60,Robotics,Robotics,Game Development,Machine Learning
1184,82,33,26,60,97,26,AI,Cybersecurity,Data Science,Machine Learning
1185,15,97,46,89,8,43,Data Science,Data Science,Robotics,Cybersecurity
1186,58,51,83,58,89,70,Cybersecurity,Robotics,Machine Learning,Web Development
1187,41,38,28,40,10,16,Game Development,Game Development,AI,Game Development
1188,77,67,35,46,52,34,Game Development,Game Development,Web Development,Robotics
1189,19,51,79,76,76,28,Cybersecurity,Game Development,Web Development,Cybersecurity
1190,53,74,82,71,50,78,Game Development,Machine Learning,Cybersecurity,Robotics
1191,88,7,53,26,91,38,Data Science,Machine Learning,Web Development,AI
1192,6,25,74,79,29,81,Web Development,Web Development,AI,Game Development
1193,22,91,89,71,100,12,Data Science,Data Science,Cybersecurity,Cybersecurity
1194,72,41,95,72,33,19,Game Development,Machine Learning,AI,Game Development
1195,81,90,29,25,78,25,Robotics,Robotics,Game Development,AI
1196,55,69,51,81,94,71,AI,Machine Learning,Web Development,Machine Learning
1197,65,84,54,18,20,6,Web Development,Cybersecurity,Data Science,Robotics
1198,59,31,77,12,27,31,Cybersecurity,Data Science,Data Science,AI
1199,66,22,12,60,62,90,AI,Cybersecurity,Data Science,AI
1200,55,25,83,10,68,24,Machine Learning,Robotics,Cybersecurity,Robotics
1201,37,23,53,63,62,35,Robotics,Game Development,Cybersecurity,Cybersecurity
1202,86,22,67,25,18,13,Robotics,Web Development,Data Science,Robotics
1203,54,58,44,86,61,57,Game Development,AI,Game Development,Machine Learning
1204,18,23,38,36,90,84,Web Development,Robotics,AI,Cybersecurity
1205,7,98,49,7,15,29,AI,Machine Learning,Data Science,Game Development
1206,17,53,96,60,97,35,Data Science,Game Development,Game Development,Game Development
1207,15,11,47,90,72,94,Robotics,AI,Web Development,Data Science
1208,87,46,87,7,59,55,AI,Web Development,Game Development,Web Development
1209,7,75,46,27,11,81,Data Science,AI,Robotics,Robotics
1210,66,74,65,52,7,62,Cybersecurity,Robotics,Machine Learning,Machine Learning
1211,65,77,75,27,18,37,Machine Learning,Robotics,Robotics,AI
1212,73,17,32,68,44,64,Machine Learning,Robotics,Game Development,Cybersecurity
1213,49,58,31,50,70,59,AI,Game Development,Game Development,Data Science
1214,7,78,22,21,78,20,Robotics,Data Science,Game Development,Machine Learning
1215,45,20,72,98,60,95,Game Development,Robotics,Web Development,Machine Learning
1216,51,70,33,34,74,11,Web Development,AI,Robotics,Cybersecurity
1217,23,87,37,60,56,62,Machine Learning,Web Development,Data Science,AI
1218,37,57,93,34,46,63,Robotics,Cybersecurity,Machine Learning,Cybersecurity
1219,66,71,8,70,34,61,Game Development,Machine Learning,Game Development,Data Science
1220,42,76,75,99,27,25,Web Development,Robotics,Robotics,Game Development
1221,79,9,79,13,76,58,Cybersecurity,Data Science,AI,Robotics
1222,85,52,73,25,99,64,AI,Machine Learning,Machine Learning,Cybersecurity
1223,91,54,54,12,36,81,AI,Cybersecurity,Data Science,Data Science
1224,12,47,73,60,78,67,Machine Learning,Cybersecurity,Robotics,Data Science
1225,18,29,44,74,30,44,Cybersecurity,Cybersecurity,Cybersecurity,Machine Learning
1226,87,92,61,89,18,91,Machine Learning,Data Science,Robotics,Data Science
1227,88,31,69,95,42,7,AI,Data Science,Data Science,Cybersecurity
1228,70,79,79,32,25,45,Machine Learning,Data Science,AI,Cybersecurity
1229,31,23,95,48,8,5,AI,Robotics,AI,Robotics
1230,89,39,6,32,59,5,Machine Learning,Machine Learning,Robotics,Robotics
1231,25,33,56,26,82,93,Game Development,Cybersecurity,Robotics,Game Development
1232,27,46,6,46,74,96,AI,Cybersecurity,Web Development,Robotics
1233,41,12,41,5,100,16,Web Development,Machine Learning,Web Development,Game Development
1234,11,86,74,27,27,64,AI,AI,AI,Machine Learning
1235,42,41,66,67,33,67,Web Development,Data Science,Game Development,Data Science
1236,90,5,87,31,9,49,Cybersecurity,Web Development,Cybersecurity,AI
1237,8,7,27,50,73,80,Machine Learning,Cybersecurity,Web Development,Data Science
1238,77,58,62,51,43,90,Game Development,Cybersecurity,Robotics,Web Development
1239,51,42,37,33,93,97,Data Science,Web Development,Game Development,Machine Learning
1240,5,65,16,20,61,43,Data Science,Machine Learning,Game Development,Web Development
1241,6,94,87,29,30,36,Robotics,Machine Learning,Robotics,Web Development
1242,78,87,85,8,40,60,Web Development,Data Science,Game Development,Robotics
1243,65,44,90,6,48,41,Game Development,Cybersecurity,Robotics,Cybersecurity
1244,31,57,55,85,6,30,Cybersecurity,Robotics,Data Science,Web Development
1245,38,58,84,24,67,51,Web Development,Data Science,AI,Data Science
1246,46,47,15,22,14,96,Game Development,Cybersecurity,Game Development,Cybersecurity
1247,79,86,21,8,54,33,Game Development,Machine Learning,Data Science,Game Development
1248,90,9,46,88,71,38,Cybersecurity,AI,Data Science,Robotics
1249,45,99,43,29,30,34,Robotics,Cybersecurity,AI,Game Development
1250,44,60,5,18,80,19,Machine Learning,AI,Cybersecurity,AI
1251,53,26,50,29,81,45,Data Science,Machine Learning,Machine Learning,Machine Learning
1252,98,69,53,84,34,68,AI,Data Science,Game Development,AI
1253,84,89,35,66,36,95,AI,Web Development,Game Development,Robotics
1254,15,69,95,45,78,93,Machine Learning,Web Development,Machine Learning,Robotics
1255,25,70,26,11,99,82,Cybersecurity,Web Development,Machine Learning,Robotics
1256,63,82,69,35,69,42,Machine Learning,Game Development,Cybersecurity,Game Development
1257,30,55,17,56,58,53,Web Development,Cybersecurity,Cybersecurity,Robotics
1258,87,13,52,55,10,48,Game Development,Game Development,Web Development,Game Development
1259,75,15,44,51,31,20,Data Science,Data Science,Robotics,Web Development
1260,9,56,73,25,18,14,Robotics,Robotics,Game Development,Cybersecurity
1261,26,39,68,34,15,75,Cybersecurity,Game Development,Game Development,Robotics
1262,37,59,57,43,48,12,Game Development,Data Science,AI,AI
1263,58,57,90,92,53,93,Game Development,Robotics,Data Science,Web Development
1264,15,46,75,6,86,59,Machine Learning,Cybersecurity,Data Science,Data Science
1265,56,7,35,35,21,48,Robotics,Robotics,Machine Learning,Data Science
1266,79,71,27,32,90,20,Machine Learning,AI,AI,Machine Learning
1267,16,9,96,70,47,48,Machine Learning,Web Development,Data Science,Game Development
1268,24,18,9,81,93,90,AI,Game Development,Web Development,Web Development
1269,63,24,62,48,20,86,AI,Machine Learning,Data Science,Web Development
1270,16,48,45,17,77,27,Web Development,Game Development,Cybersecurity,Cybersecurity
1271,45,24,51,94,67,30,Robotics,Robotics,Cybersecurity,Robotics
1272,28,42,84,14,81,27,Cybersecurity,Data Science,AI,Machine Learning
1273,93,46,49,22,46,10,Machine Learning,Web Development,Cybersecurity,Robotics
1274,6,28,75,99,51,38,Data Science,Machine Learning,Web Development,Game Development
1275,28,10,39,78,26,83,AI,Web Development,Web Development,Data Science
1276,79,60,37,94,27,31,Game Development,Web Development,AI,Machine Learning
1277,67,62,27,55,9,13,Robotics,Game Development,AI,Cybersecurity
1278,19,62,49,25,73,66,Data Science,Data Science,Robotics,Game Development
1279,83,47,22,7,85,32,Robotics,Cybersecurity,Web Development,Machine Learning
1280,44,88,8,7,61,46,Machine Learning,Web Development,Data Science,Robotics
1281,72,11,92,48,59,82,Game Development,Game Development,Cybersecurity,Game Development
1282,43,12,57,63,84,68,Data Science,Robotics,Game Development,AI
1283,49,86,92,61,48,99,Cybersecurity,Cybersecurity,Cybersecurity,Robotics
1284,22,10,24,9,20,76,Robotics,Cybersecurity,Web Development,Game Development
1285,87,72,100,15,60,48,Game Development,Robotics,AI,Cybersecurity
1286,68,21,18,24,81,32,Data Science,Cybersecurity,Data Science,Cybersecurity
1287,8,74,14,30,26,28,Data Science,Web Development,Game Development,AI
1288,16,30,18,49,84,18,Cybersecurity,Machine Learning,AI,Cybersecurity
1289,5,85,55,91,85,83,Cybersecurity,Data Science,Game Development,Game Development
1290,21,98,84,43,49,49,Data Science,Web Development,Game Development,Machine Learning
1291,27,5,29,15,72,73,Cybersecurity,Machine Learning,Web Development,Cybersecurity
1292,61,86,81,39,57,25,AI,Web Development,AI,AI
1293,65,17,38,54,21,91,Machine Learning,Web Development,Cybersecurity,AI
1294,84,80,83,61,93,26,Machine Learning,Cybersecurity,Cybersecurity,Cybersecurity
1295,91,74,52,41,100,74,Web Development,Cybersecurity,Game Development,AI
1296,35,35,7,13,30,84,Robotics,Game Development,Web Development,Web Development
1297,21,61,67,63,68,17,Cybersecurity,Game Development,Robotics,Data Science
1298,40,75,28,97,22,86,Machine Learning,Game Development,Machine Learning,Robotics
1299,61,53,64,95,15,63,Data Science,Cybersecurity,Data Science,Machine Learning
1300,73,14,47,10,50,48,Data Science,AI,Machine Learning,Game Development
1301,64,26,67,91,48,11,Machine Learning,Machine Learning,Machine Learning,Web Development
1302,84,50,100,96,61,60,Data Science,Game Development,Data Science,AI
1303,96,22,34,27,70,28,Data Science,Game Development,Cybersecurity,AI
1304,44,35,43,68,45,23,Web Development,Data Science,Machine Learning,Game Development
1305,83,50,41,76,46,90,Cybersecurity,Machine Learning,Web Development,AI
1306,76,31,76,56,5,19,Robotics,AI,Game Development,Game Development
1307,15,46,49,62,32,76,Web Development,AI,Data Science,Cybersecurity
1308,23,43,19,60,87,37,Web Development,Robotics,Data Science,Robotics
1309,28,26,36,10,83,98,Robotics,Cybersecurity,Web Development,Web Development
1310,89,64,64,85,74,79,Robotics,Web Development,Web Development,Machine Learning
