Student ID,Operating System,DSA,Frontend,Backend,Machine Learning,Data Analytics,Attendance (Operating System),Attendance (DSA),Attendance (Frontend),Attendance (Backend),Attendance (Machine Learning),Attendance (Data Analytics),Strong_Operating System,Weak_Operating System,Strong_DSA,Weak_DSA,Strong_Frontend,Weak_Frontend,Strong_Backend,Weak_Backend,Strong_Machine Learning,Weak_Machine Learning,Strong_Data Analytics,Weak_Data Analytics,Project 1_AI,Project 1_Cybersecurity,Project 1_Data Science,Project 1_Game Development,Project 1_Machine Learning,Project 1_Robotics,Project 1_Web Development,Project 2_AI,Project 2_Cybersecurity,Project 2_Data Science,Project 2_Game Development,Project 2_Machine Learning,Project 2_Robotics,Project 2_Web Development,Project 3_AI,Project 3_Cybersecurity,Project 3_Data Science,Project 3_Game Development,Project 3_Machine Learning,Project 3_Robotics,Project 3_Web Development,Project 4_AI,Project 4_Cybersecurity,Project 4_Data Science,Project 4_Game Development,Project 4_Machine Learning,Project 4_Robotics,Project 4_Web Development
176,0.8533333333333334,0.10666666666666663,0.31999999999999995,0.10666666666666663,0.92,0.8666666666666668,86,79,63,51,86,60,1,0,0,1,0,1,0,1,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
177,0.4,0.0,0.053333333333333344,0.6133333333333334,0.8933333333333334,0.15999999999999998,100,91,86,73,96,53,0,1,0,1,0,1,0,0,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
178,0.6533333333333333,0.7200000000000001,0.5333333333333333,0.7733333333333333,0.30666666666666664,0.36,82,81,74,91,55,76,0,0,0,0,0,1,0,0,0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
179,0.30666666666666664,0.48,0.6,0.48,0.5466666666666666,0.7866666666666667,95,82,97,87,54,70,0,1,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
180,0.68,0.64,0.7999999999999999,0.68,0.56,0.08000000000000002,78,95,92,98,78,63,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
181,0.08000000000000002,0.56,0.7600000000000001,0.31999999999999995,0.36,0.8533333333333334,62,75,74,96,81,71,0,1,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
182,0.31999999999999995,0.7600000000000001,0.7466666666666667,0.30666666666666664,0.56,0.5466666666666666,59,60,77,67,66,67,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
183,0.4,0.4933333333333334,0.56,0.7333333333333333,0.9600000000000001,0.31999999999999995,93,97,85,64,70,89,0,1,0,1,0,0,0,0,1,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
184,0.6533333333333333,0.5866666666666667,0.88,0.9733333333333333,0.15999999999999998,0.6933333333333335,60,68,66,96,91,96,0,0,0,0,1,0,1,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
185,0.7866666666666667,0.053333333333333344,0.7600000000000001,0.84,0.7733333333333333,0.9466666666666667,77,78,63,55,69,91,0,0,0,1,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0.6533333333333333,0.21333333333333337,0.2666666666666667,0.14666666666666667,0.7999999999999999,0.29333333333333333,58,56,80,89,55,68,0,0,0,1,0,1,0,1,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
187,0.7333333333333333,0.8933333333333334,0.3866666666666667,0.19999999999999996,0.7733333333333333,0.09333333333333332,69,83,74,56,65,95,0,0,1,0,0,1,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
188,0.8133333333333334,0.8933333333333334,0.7999999999999999,0.6533333333333333,0.013333333333333308,0.36,61,68,68,91,67,97,1,0,1,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
189,0.68,0.6,0.7200000000000001,0.14666666666666667,0.42666666666666664,0.10666666666666663,61,58,65,69,75,97,0,0,0,0,0,0,0,1,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
190,0.9066666666666666,0.5866666666666667,0.15999999999999998,0.08000000000000002,0.7200000000000001,0.92,54,83,95,62,88,65,1,0,0,0,0,1,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
191,0.9600000000000001,0.6,0.4933333333333334,0.9066666666666666,0.92,0.4933333333333334,90,54,52,96,83,92,1,0,0,0,0,1,1,0,1,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
192,0.5466666666666666,0.22666666666666668,0.48,0.84,0.6666666666666666,0.7200000000000001,77,85,78,77,77,91,0,0,0,1,0,1,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
193,0.013333333333333308,0.08000000000000002,0.45333333333333337,0.28,0.8666666666666668,0.15999999999999998,95,84,67,87,77,60,0,1,0,1,0,1,0,1,1,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
194,0.7999999999999999,0.10666666666666663,0.4,0.5733333333333334,0.7600000000000001,0.8133333333333334,78,91,79,79,90,97,1,0,0,1,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
195,0.45333333333333337,0.5333333333333333,0.88,0.2533333333333333,0.56,0.2666666666666667,99,51,63,57,73,88,0,1,0,1,1,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
196,0.8533333333333334,0.8666666666666668,0.21333333333333337,0.4666666666666667,0.7999999999999999,0.92,99,57,77,56,98,98,1,0,1,0,0,1,0,1,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
197,0.9733333333333333,0.45333333333333337,0.7733333333333333,0.88,0.10666666666666663,0.7066666666666667,73,82,99,68,79,90,1,0,0,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
198,0.41333333333333333,0.09333333333333332,0.7333333333333333,0.9733333333333333,0.41333333333333333,0.17333333333333334,98,91,79,52,54,89,0,1,0,1,0,0,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
199,0.8266666666666668,0.1333333333333333,0.36,0.52,0.053333333333333344,0.03999999999999998,62,77,86,96,89,100,1,0,0,1,0,1,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.6933333333333335,0.24,0.6933333333333335,0.5333333333333333,0.48,0.9333333333333335,61,69,69,82,77,66,0,0,0,1,0,0,0,1,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201,0.7066666666666667,0.8133333333333334,0.4,0.41333333333333333,0.9466666666666667,0.7466666666666667,82,76,82,91,85,71,0,0,1,0,0,1,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
202,0.7466666666666667,0.17333333333333334,0.41333333333333333,0.7066666666666667,0.28,0.28,65,79,98,79,82,77,0,0,0,1,0,1,0,0,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
203,0.7466666666666667,0.21333333333333337,0.7466666666666667,0.21333333333333337,0.2533333333333333,0.9333333333333335,84,91,81,87,98,88,0,0,0,1,0,0,0,1,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
204,0.28,0.21333333333333337,0.5466666666666666,0.44000000000000006,0.64,0.9600000000000001,55,81,70,55,63,51,0,1,0,1,0,0,0,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
205,0.8933333333333334,0.9466666666666667,0.5333333333333333,0.10666666666666663,0.6533333333333333,0.09333333333333332,64,72,95,87,64,59,1,0,1,0,0,1,0,1,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
206,0.19999999999999996,0.88,0.19999999999999996,0.17333333333333334,0.42666666666666664,0.026666666666666672,52,82,66,81,51,72,0,1,1,0,0,1,0,1,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
207,0.8266666666666668,1.0,0.12,0.9066666666666666,0.3866666666666667,0.30666666666666664,88,98,72,61,81,97,1,0,1,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
208,0.6266666666666667,0.026666666666666672,0.0,0.24,0.3733333333333333,0.9466666666666667,69,58,62,72,54,72,0,0,0,1,0,1,0,1,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
209,0.5866666666666667,0.18666666666666665,0.8666666666666668,0.7066666666666667,0.9600000000000001,0.0,54,67,57,64,65,100,0,0,0,1,1,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
210,0.17333333333333334,0.6933333333333335,0.3466666666666667,0.08000000000000002,0.013333333333333308,0.5466666666666666,82,74,68,60,63,69,0,1,0,0,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
211,0.08000000000000002,0.0,0.8533333333333334,0.48,0.06666666666666665,0.7466666666666667,50,96,72,94,84,52,0,1,0,1,1,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
212,0.7733333333333333,0.2533333333333333,0.7600000000000001,0.8533333333333334,0.9333333333333335,0.6133333333333334,62,68,100,81,62,62,0,0,0,1,0,0,1,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
213,0.026666666666666672,0.19999999999999996,0.3866666666666667,0.4933333333333334,0.9600000000000001,0.7999999999999999,69,87,86,67,93,53,0,1,0,1,0,1,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
214,0.7600000000000001,0.48,0.4,0.6266666666666667,0.7466666666666667,0.0,63,57,61,86,58,86,0,0,0,1,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
215,0.33333333333333337,1.0,0.17333333333333334,0.8666666666666668,0.8666666666666668,0.2666666666666667,66,66,95,85,56,93,0,1,1,0,0,1,1,0,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
216,0.8266666666666668,0.18666666666666665,0.7733333333333333,0.053333333333333344,0.92,0.3733333333333333,60,89,60,56,56,73,1,0,0,1,0,0,0,1,1,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
217,0.7866666666666667,0.6666666666666666,0.92,0.0,0.053333333333333344,0.4,83,71,86,72,53,73,0,0,0,0,1,0,0,1,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
218,0.7999999999999999,0.41333333333333333,0.30666666666666664,0.19999999999999996,0.8933333333333334,0.2666666666666667,74,73,54,100,91,71,1,0,0,1,0,1,0,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
219,0.6,0.9733333333333333,0.2533333333333333,0.013333333333333308,0.33333333333333337,0.48,55,84,98,52,76,72,0,0,1,0,0,1,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
220,0.84,0.5333333333333333,0.88,0.6933333333333335,0.4666666666666667,0.6266666666666667,55,83,58,94,80,93,1,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
221,0.24,0.14666666666666667,0.9866666666666667,0.21333333333333337,0.7600000000000001,0.2666666666666667,96,62,73,72,64,92,0,1,0,1,1,0,0,1,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
222,0.7866666666666667,0.15999999999999998,0.44000000000000006,0.52,0.18666666666666665,0.41333333333333333,61,68,53,72,98,79,0,0,0,1,0,1,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
223,0.56,0.15999999999999998,0.6,0.68,0.2666666666666667,0.7600000000000001,84,65,94,78,78,87,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
224,0.3466666666666667,0.10666666666666663,0.17333333333333334,0.6,0.3733333333333333,0.9733333333333333,84,96,91,70,71,93,0,1,0,1,0,1,0,0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
225,0.9733333333333333,0.48,0.8666666666666668,0.7866666666666667,0.24,0.7466666666666667,70,61,84,93,55,80,1,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
226,0.17333333333333334,0.24,0.36,0.6,0.14666666666666667,0.9733333333333333,94,93,96,62,82,62,0,1,0,1,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
227,0.88,0.15999999999999998,0.19999999999999996,0.7066666666666667,0.10666666666666663,0.3466666666666667,92,82,75,93,62,52,1,0,0,1,0,1,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
228,0.5066666666666667,0.6533333333333333,0.44000000000000006,0.92,0.03999999999999998,0.2533333333333333,62,100,79,91,55,69,0,1,0,0,0,1,1,0,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
229,0.15999999999999998,0.9733333333333333,0.31999999999999995,1.0,0.7200000000000001,0.28,62,93,87,96,67,65,0,1,1,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
230,0.92,0.7200000000000001,0.026666666666666672,0.10666666666666663,0.4933333333333334,0.9066666666666666,58,55,53,76,92,53,1,0,0,0,0,1,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
231,0.14666666666666667,0.4,0.013333333333333308,0.14666666666666667,0.3733333333333333,0.9733333333333333,89,89,59,81,83,100,0,1,0,1,0,1,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
232,0.4933333333333334,0.22666666666666668,0.52,1.0,0.7600000000000001,0.8266666666666668,80,76,61,51,91,77,0,1,0,1,0,1,1,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
233,0.4933333333333334,0.08000000000000002,0.88,0.45333333333333337,0.14666666666666667,0.84,85,85,51,71,65,77,0,1,0,1,1,0,0,1,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
234,0.29333333333333333,0.06666666666666665,0.7200000000000001,0.09333333333333332,0.56,0.8933333333333334,99,94,85,76,74,68,0,1,0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
235,0.18666666666666665,0.9333333333333335,0.6666666666666666,0.41333333333333333,0.8133333333333334,0.30666666666666664,50,87,91,65,67,95,0,1,1,0,0,0,0,1,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
236,0.03999999999999998,0.64,0.19999999999999996,0.9600000000000001,0.4,0.08000000000000002,98,64,52,54,78,54,0,1,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
237,0.84,0.053333333333333344,0.52,0.9733333333333333,0.14666666666666667,0.52,92,98,62,80,93,68,1,0,0,1,0,1,1,0,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
238,0.9866666666666667,0.2666666666666667,0.7200000000000001,0.09333333333333332,0.6933333333333335,0.52,96,91,70,52,68,76,1,0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
239,0.28,0.7066666666666667,1.0,0.9733333333333333,0.6533333333333333,0.24,56,64,90,70,66,69,0,1,0,0,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
240,0.7733333333333333,0.30666666666666664,0.92,0.8133333333333334,0.5333333333333333,0.9333333333333335,61,56,70,70,88,97,0,0,0,1,1,0,1,0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
241,0.7600000000000001,0.14666666666666667,0.4,0.8666666666666668,0.4666666666666667,0.5466666666666666,75,93,97,70,95,93,0,0,0,1,0,1,1,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
242,0.41333333333333333,0.31999999999999995,0.2666666666666667,0.8133333333333334,0.21333333333333337,0.013333333333333308,76,63,55,81,57,67,0,1,0,1,0,1,1,0,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
243,0.12,0.4933333333333334,0.9733333333333333,1.0,0.4666666666666667,0.88,84,56,58,54,71,73,0,1,0,1,1,0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
